Incident Date,Park Name,Cause of Death,"Cause of Death Group 
(Used in the NPS Mortality Dashboard) ",Intent,Outcome,Sex,Age Range,Activity
6/16/15,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Female,35-44,Suicide
6/18/15,Buffalo National River,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
6/18/15,Grand Canyon National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,35-44,Hiking
6/19/15,Fort Bowie National Historic Site,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
6/19/15,Guadalupe Mountains National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving 
6/20/15,Dinosaur National Monument,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Vessel Related
6/20/15,Great Smoky Mountains National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Swimming
6/20/15,Jean Lafitte National Historical Park & Preserve,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,45-54,Not Reported
6/21/15,Yellowstone National Park,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Not Reported
6/22/15,Gateway National Recreation Area,Poisoning - alcohol,Poisoning,Unintentional,Fatal Injury,Female,45-54,Sitting
6/23/15,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,Not Reported,Driving 
6/23/15,Canyonlands National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,65+,Not Reported
6/24/15,Yosemite National Park,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other
6/24/15,Golden Gate National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving 
6/24/15,Golden Gate National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide
6/24/15,National Mall & Memorial Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
6/26/15,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,55-64,Driving 
6/28/15,Canyonlands National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,25-34,Hiking
6/28/15,San Antonio Missions National Historical Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving 
6/28/15,San Antonio Missions National Historical Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,15-24,Driving 
6/28/15,Lake Meredith National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving 
6/30/15,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
6/30/15,Chickamauga & Chattanooga National Military Park,Suicide,Suicide,Intentional,Fatal Injury,Female,25-34,Suicide
6/30/15,Denali National Park & Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Camping
7/1/15,Delaware Water Gap National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving 
7/1/15,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,0-14,Driving 
7/2/15,Craters Of The Moon National Monument & Preserve,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Male,15-24,Flying
7/2/15,Harpers Ferry National Historical Park,Bicycle only crash,Other Transportation,Unintentional,Fatal injury,Male,45-54,Bicycling
7/2/15,Prince William Forest Park,Bicycle only crash,Other Transportation,Unintentional,Fatal injury,Male,45-54,Bicycling
7/2/15,Great Smoky Mountains National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Vessel Related
7/3/15,Chattahoochee River National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
7/3/15,Grand Canyon National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,15-24,Hiking
7/3/15,Natchez Trace Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving 
7/4/15,Whiskeytown National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
7/4/15,Cumberland Island National Seashore,Medical - Unknown,Medical - Unknown,Medical,Fatal Injury,Male,65+,Not Reported
7/4/15,Lake Mead National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving 
7/5/15,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
7/9/15,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
7/11/15,Zion National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Canyoneering
7/12/15,Buffalo National River,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Diving (Land)
7/12/15,Sequoia & Kings Canyon National Parks,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,65+,Other
7/13/15,Curecanti National Recreation Area,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,Not Reported,Driving 
7/16/15,Niobrara National Scenic River,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,45-54,Not Reported
7/18/15,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Swimming
7/18/15,Saint Croix National Scenic Riverway,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
7/20/15,Buffalo National River,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Wading
7/22/15,Paterson Great Falls National Historical Park,Suicide,Suicide,Intentional,Fatal Injury,Female,25-34,Suicide
7/22/15,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,65+,Not Reported
7/23/15,Yellowstone National Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
7/23/15,Glen Canyon National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Female,45-54,Other
7/25/15,Saint Croix National Scenic Riverway,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming
7/25/15,Lake Roosevelt National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Vessel Related
7/25/15,Lake Mead National Recreation Area,Vessel Incident,Other Transportation,Unintentional,Fatal injury,Male,45-54,Swimming
7/26/15,Jean Lafitte National Historical Park & Preserve,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,15-24,Not Reported
7/27/15,Joshua Tree National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,65+,Hiking
7/29/15,Saint Croix Island International Historic Site,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Female,65+,Hiking
7/29/15,Bryce Canyon National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
7/29/15,Saguaro National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
7/30/15,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
7/31/15,Indiana Dunes National Park,Drowning,Drowning,Unintentional,Fatal Injury,Female,15-24,Swimming
7/31/15,Canyonlands National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
7/31/15,Yosemite National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,25-34,Suicide
8/1/15,Mount Rainier National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Hiking
8/1/15,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,35-44,Driving 
8/2/15,Lake Mead National Recreation Area,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,65+,Driving 
8/2/15,Lake Mead National Recreation Area,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,65+,Driving 
8/2/15,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,25-34,Driving 
8/4/15,Saint Croix National Scenic Riverway,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
8/4/15,White Sands National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,35-44,Hiking
8/4/15,White Sands National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Female,45-54,Hiking
8/4/15,Grand Canyon National Park,Hyperthermia,Environmental,Unintentional,Fatal Injury,Male,55-64,Hiking
8/5/15,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
8/8/15,Yellowstone National Park,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,55-64,Driving 
8/9/15,North Cascades National Park,Rockfall,Environmental,Unintentional,Fatal Injury,Male,45-54,Hiking
8/9/15,Upper Delaware Scenic & Recreational River,Suicide,Suicide,Intentional,Fatal Injury,Male,65+,Suicide
8/10/15,Lake Mead National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Vessel Related
8/10/15,Yellowstone National Park,Widlife incident ,Wildlife Incident,Unintentional,Fatal Injury,Male,55-64,Hiking
8/12/15,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,35-44,Hiking
8/12/15,Allegheny Portage Railroad National Historic Site,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
8/13/15,Lake Roosevelt National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
8/13/15,Yellowstone National Park,Fall,Fall,Unintentional,Fatal Injury,Male,Not Reported,Not Reported
8/13/15,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
8/13/15,Sleeping Bear Dunes National Lakeshore,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,65+,Driving 
8/14/15,Upper Delaware Scenic & Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Swimming
8/14/15,Yosemite National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Male,15-24,Camping
8/14/15,Yosemite National Park,Falling tree/branch,Environmental,Unintentional,Fatal Injury,Male,15-24,Camping
8/14/15,Buffalo National River,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,0-14,Playing Sports
8/15/15,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Wading
8/16/15,Missouri National Recreational River,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Swimming
8/16/15,Buffalo National River,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
8/16/15,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving 
8/16/15,Olympic National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide
8/16/15,New River Gorge National River,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,25-34,Not Reported
8/18/15,Delaware Water Gap National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Swimming
8/19/15,Cuyahoga Valley National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
8/20/15,Wrangell - St Elias National Park & Reserve,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hunting
8/21/15,Shenandoah National Park,Fall,Fall,Unintentional,Fatal Injury,Male,65+,Photographing
8/22/15,Grand Teton National Park,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Climbing
8/22/15,Grand Teton National Park,Fall,Fall,Unintentional,Fatal Injury,Female,25-34,Climbing
8/22/15,Glen Canyon National Recreation Area,Medical - Not during physical activity,Medical - Not during physical activity,Medical,Fatal Injury,Male,55-64,Other
8/23/15,Golden Gate National Recreation Area,Aircraft incident,Other Transportation,Unintentional,Fatal Injury,Male,65+,Flying
8/24/15,Amistad National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,25-34,Wading
8/24/15,New River Gorge National River,Suicide,Suicide,Intentional,Fatal Injury,Male,15-24,Suicide
8/25/15,Yosemite National Park,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Hiking
8/25/15,Gateway National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
8/26/15,Great Falls Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,15-24,Not Reported
8/27/15,Denali National Park & Preserve,Drowning,Drowning,Unintentional,Fatal Injury,Female,25-34,Swimming
8/28/15,Gateway National Recreation Area,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide
8/31/15,Golden Gate National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Not Reported
9/1/15,Cuyahoga Valley National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
9/4/15,National Capital Parks-East,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
9/5/15,Cape Lookout National Seashore,Drowning,Drowning,Unintentional,Fatal Injury,Male,65+,Wading
9/5/15,Whiskeytown National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,55-64,Walking
9/5/15,Suitland,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,45-54,Driving 
9/6/15,Obed Wild & Scenic River,Drowning,Drowning,Unintentional,Fatal Injury,Male,45-54,Fishing
9/8/15,Chesapeake & Ohio Canal National Historical Park,Drowning,Drowning,Unintentional,Fatal Injury,Male,0-14,Swimming
9/8/15,National Mall & Memorial Parks,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Walking
9/11/15,Yosemite National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,35-44,Hiking
9/12/15,Big South Fork National River and Recreation Area,Aircraft incident,Other Transportation,Unintentional,Fatal injury,Male,55-64,Flying
9/12/15,Blue Ridge Parkway,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,55-64,Bicycling
9/13/15,Zion National Park,Fall,Fall,Unintentional,Fatal Injury,Female,15-24,Climbing
9/13/15,Lake Mead National Recreation Area,Fall,Fall,Unintentional,Fatal Injury,Male,15-24,Diving (Land)
9/13/15,Grand Canyon National Park,Lightning Strike,Environmental,Unintentional,Fatal Injury,Male,15-24,Hiking
9/13/15,Anacostia Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Playing Sports
9/13/15,George Washington Memorial Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Female,25-34,Driving 
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,45-54,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Female,45-54,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,55-64,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,55-64,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Female,55-64,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,55-64,Canyoneering
9/14/15,Zion National Park,Flash flood,Environmental,Unintentional,Fatal Injury,Male,55-64,Canyoneering
9/16/15,Sequoia & Kings Canyon National Parks,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,45-54,Hiking
9/16/15,Badlands National Park,Undetermined,Undetermined,Undetermined,Fatal Injury,Female,Not Reported,Not Reported
9/19/15,Great Smoky Mountains National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,25-34,Hiking
9/20/15,Blue Ridge Parkway,Motor Vehicle Crash,Motor Vehicle Crash,Unintentional,Fatal Injury,Male,45-54,Driving 
9/21/15,Blue Ridge Parkway,Suicide,Suicide,Intentional,Fatal Injury,Male,55-64,Suicide
9/23/15,Saint Croix National Scenic Riverway,Suicide,Suicide,Intentional,Fatal Injury,Male,45-54,Suicide
9/24/15,Presidio of San Francisco,Undetermined,Undetermined,Undetermined,Fatal Injury,Male,Not Reported,Not Reported
9/26/15,Colorado National Monument,Fall,Fall,Unintentional,Fatal Injury,Female,65+,Walking
9/26/15,Grand Canyon National Park,Suicide,Suicide,Intentional,Fatal Injury,Male,35-44,Suicide
9/27/15,Yosemite National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Hiking
9/27/15,Olympic National Park,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,35-44,Hiking
10/1/15,Glen Canyon National Recreation Area,Medical - During physical activity,Medical - During physical activity,Medical,Fatal Injury,Male,65+,Vessel Related
10/2/15,Gateway National Recreation Area,Drowning,Drowning,Unintentional,Fatal Injury,Male,35-44,Vessel Related
